Unidade,Diretoria,Indicador (descrição),Indicador (tipo),Indicador (fórmula),Meta (objetivo),Meta (valor/quantidade) - proposta,Meta (prazo),Unidade de Medida,Polaridade do Indicador,Como,Necessidades,Observação,Histórico do Indicador,"JANEIRO
META DO MÊS","JANEIRO
ALCANCE DO MÊS","JANEIRO
RESULTADO",JANEIRO OBSERVAÇÃO,"FEVEREIRO
META DO MÊS","FEVEREIRO
ALCANCE DO MÊS","FEVEREIRO
RESULTADO",FEVEREIRO OBSERVAÇÃO,"MARÇO
META DO MÊS","MARÇO
ALCANCE DO MÊS","MARÇO
RESULTADO",MARÇO OBSERVAÇÃO,"ABRIL
META DO MÊS","ABRIL
ALCANCE DO MÊS","ABRIL
RESULTADO",ABRIL OBSERVAÇÃO,"MAIO
META DO MÊS","MAIO
ALCANCE DO MÊS","MAIO
RESULTADO",MAIO OBSERVAÇÃO,"JUNHO
META DO MÊS","JUNHO
ALCANCE DO MÊS","JUNHO
RESULTADO",JUNHO OBSERVAÇÃO,"JULHO
META DO MÊS","JULHO
ALCANCE DO MÊS","JULHO
RESULTADO",JULHO OBSERVAÇÃO,"AGOSTO
META DO MÊS","AGOSTO
ALCANCE DO MÊS","AGOSTO
RESULTADO",AGOSTO OBSERVAÇÃO,"SETEMBRO
META DO MÊS","SETEMBRO
ALCANCE DO MÊS","SETEMBRO
RESULTADO",SETEMBRO OBSERVAÇÃO,"OUTUBRO
META DO MÊS","OUTUBRO
ALCANCE DO MÊS","OUTUBRO
RESULTADO",OUTUBRO OBSERVAÇÃO,"NOVEMBRO
META DO MÊS","NOVEMBRO
ALCANCE DO MÊS","NOVEMBRO
RESULTADO",NOVEMBRO OBSERVAÇÃO,"DEZEMBRO
META DO MÊS","DEZEMBRO
ALCANCE DO MÊS","DEZEMBRO
RESULTADO",DEZEMBRO OBSERVAÇÃO
UGVEN,DIRC,Resposta ao cliente( sistemas SAC / Redmine / GAT),Operacional,% chamados respondidos no prazo,Responder chamados em até 5 dias ,100%,Mensal,Percentual,Maior Melhor,"Relatório de respostas ao SAC

Limites:
1 dia - novos chamados
 5 dias - chamados em andamento",Elaboração de relatório pela DTIC conforme indicador sugere,,Não mensurado,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,,"0,00%",,100%,,"0,00%",,100%,,"0,00%",,100%,,"0,00%",
UGVEN,DIRC,% de propostas que gerou contrato,Operacional,Quantidade de propostas enviadas que virou contrato,Aumentar o volume financeiro de proposta enviadas a possíveis clientes,50%,Dez/24,Percentual,Maior Melhor,"Do total de proposta enviadas, 50 % tem que virar contrato","Premissas: Parcerias de fábrica de SW, Oi (link e fiscalização eletrônica), Plataforma de Transformação Digital, CAV)",Prospecção de novos clientes ou clientes ja existente com novos serviços. Não computar as propostas dos serviços de 2020.,Meta que 50% do total de proposta vire efetivamente contrato,3,0,"0,00%",,1,1,"100,00%",,1,1,"100,00%",,1,1,"100,00%",,"1,00","2,00","200,00%",FUNAC/ MP-RO,"1,00",1,"100,00%",MTI CONNECT UNEMAT,"1,00",2,"200,00%","MTI IA MPMG
MTI HOST - SEJUS","1,00",3,"300,00%","SECITECI -  MTI CLOUD
P.M Diamantino - MTI CONNECT
IPEM - MTI HOST/SaaS","1,00",,"0,00%",,"1,00",,"0,00%",,"1,00",,"0,00%",,"1,00",,"0,00%",
UGVEN,DIRC,Quantidade de novos contratos com modelo de parcerias,Operacional,Quantidade de novos contratos com clientes gerados com o modelo de parcerias,Aumentar o volume de contratos com parcerias,40,Dez/24,Unidade,Maior Melhor,Somatório do valor faturado oriundo de novos contratos (02/2020),"Premissas: Parcerias de fábrica de SW, Oi (link e fiscalização eletrônica), Plataforma de Transformação Digital, CAV)",,,2,0,"0,00%",,1,1,"100,00%",,1,1,"100,00%",,1,1,"100,00%",,"1,00","2,00","200,00%",FUNAC/ MP-RO,"1,00","1,00","100,00%",MTI CONNECT UNEMAT,"1,00",1,"100,00%",MTI IA MPMG,"1,00",2,"200,00%","SECITECI -  MTI CLOUD
P.M Diamantino - MTI CONNECT","1,00",,"0,00%",,"1,00",,"0,00%",,"1,00",,"0,00%",,"1,00",,"0,00%",
UGVEN,DIRC,Faturamento,Estratégico,Valor faturado mensalmente,Faturar os serviços,84.000.000,Dez/24,Unidade,Maior Melhor,,,Valor do Plano de Negocios 2021,"Faturado em 2020 R$ 52.000,000 .... %%%% de aumento do faturamento","R$ 7.000.000,00","R$ 3.499.932,66","50,00%",,"R$ 7.000.000,00","R$ 4.645.245,86","66,36%",,"R$ 7.000.000,00","R$ 13.464.118,86","192,34%",,"R$ 7.000.000,00","R$ 4.376.801,41","62,53%",,"R$ 7.000.000,00","R$ 6.301.814,16","90,03%",,"R$ 7.000.000,00","R$ 18.467.005,01","263,81%",,"R$ 7.000.000,00","R$ 12.188.419,81","174,12%",,"R$ 7.000.000,00","R$ 5.414.864,89","77,36%",,"R$ 7.000.000,00",,"0,00%",,"R$ 7.000.000,00",,"0,00%",,"R$ 7.000.000,00",,"0,00%",,"R$ 7.000.000,00",,"0,00%",
UGVEN,DIRC,Aumentar o Faturamento Bruto da MTI,GOVERNADORIA,Total de Faturamento Bruto,-,"R$ 92.000.000,00",31/12/2025,Percentual,Maior Melhor,Aumentar o Faturamento Bruto da MTI em 15% em relação a 2024,-,-,-,"R$ 7.666.666,67","R$ 3.499.932,66","45,65%",,"R$ 7.666.666,67","R$ 4.645.245,86","60,59%",,"R$ 7.666.666,67","R$ 13.464.118,86","175,62%",,"R$ 7.666.666,67","R$ 4.376.801,41","57,09%",,"R$ 7.666.666,67","R$ 6.301.814,16","82,20%",,"R$ 7.666.666,67","R$ 18.467.005,01","240,87%",,"R$ 7.666.666,67","R$ 12.188.419,81","158,98%",,"R$ 7.666.666,67","R$ 5.414.864,89","70,63%",,"R$ 7.666.666,67",,"0,00%",,"R$ 7.666.666,67",,"0,00%",,"R$ 7.666.666,67",,"0,00%",,"R$ 7.666.666,67",,"0,00%",
UGVEN,,Percentual de Processos de Faturamento Encaminhados para DAFI no Prazo,DIREX,Percentual de processos de faturamento encaminhado para DAFI até o dia 10 de cada mês.,-,"100,00%",31/12/2025,Percentual,Maior Melhor,% de processos de faturamento encaminhado para DAFI até o dia 10,-,-,-,100%,,"0,00%",,100%,,"0,00%",,100%,,"0,00%",,100%,"32,00%","32,00%",,100%,82%,"82,00%",,100%,"84,00%","84,00%",,100%,86%,"86,00%",,100%,"88,00%","88,00%",,100%,,"0,00%",,100%,,"0,00%",,100%,,"0,00%",,100%,,"0,00%",
UGVEN,,Total de Visitas e Interações aos Clientes - Vendas,DIREX,Número total de visitas e interações de vendas,-,"1.570,00",31/12/2025,Unidade,Maior Melhor,Quantidade de visitas presenciais nos clientes,-,-,-,"130,83",,"0,00%",,"130,83",,"0,00%",,"130,83",,"0,00%",,"130,83",,"0,00%",,"130,83",,"0,00%",,"130,83","141,00","107,77%",,"130,83","172,00","131,46%",,"130,83","145,00","110,83%",,"130,83",,"0,00%",,"130,83",,"0,00%",,"130,83",,"0,00%",,"130,83",,"0,00%",
UGVEN,,Valor Faturamento - Poder Executivo,DIREX,Valor total de faturamento do poder executivo,-,"R$ 90.000.000,00",31/12/2025,Monetário,Maior Melhor,Faturamento do poder executivo,-,-,-,"R$ 7.500.000,00",,"0,00%",,"R$ 7.500.000,00",,"0,00%",,"R$ 7.500.000,00",,"0,00%",,"R$ 7.500.000,00",,"0,00%",,"R$ 7.500.000,00",,"0,00%",,"R$ 7.500.000,00",,"0,00%",,"R$ 7.500.000,00",,"0,00%",,"R$ 7.500.000,00",,"0,00%",,"R$ 7.500.000,00",,"0,00%",,"R$ 7.500.000,00",,"0,00%",,"R$ 7.500.000,00",,"0,00%",,"R$ 7.500.000,00",,"0,00%",
UGVEN,,Valor Faturamento - Outros Poderes,DIREX,Valor total de faturamento do outros poderes,-,"R$ 3.000.000,00",31/12/2025,Monetário,Maior Melhor,Faturamento de Outros Poderes,-,-,-,"R$ 250.000,00",,"0,00%",,"R$ 250.000,00",,"0,00%",,"R$ 250.000,00",,"0,00%",,"R$ 250.000,00",,"0,00%",,"R$ 250.000,00",,"0,00%",,"R$ 250.000,00",,"0,00%",,"R$ 250.000,00",,"0,00%",,"R$ 250.000,00",,"0,00%",,"R$ 250.000,00",,"0,00%",,"R$ 250.000,00",,"0,00%",,"R$ 250.000,00",,"0,00%",,"R$ 250.000,00",,"0,00%",
UGVEN,,Valor Faturamento - Poder Legislativo,DIREX,Valor total de faturamento do poder legislativo,-,"R$ 850.000,00",31/12/2025,Monetário,Maior Melhor,Faturamento do Poder Legislativo,-,-,-,"R$ 70.833,33",,"0,00%",,"R$ 70.833,33",,"0,00%",,"R$ 70.833,33",,"0,00%",,"R$ 70.833,33",,"0,00%",,"R$ 70.833,33",,"0,00%",,"R$ 70.833,33",,"0,00%",,"R$ 70.833,33",,"0,00%",,"R$ 70.833,33",,"0,00%",,"R$ 70.833,33",,"0,00%",,"R$ 70.833,33",,"0,00%",,"R$ 70.833,33",,"0,00%",,"R$ 70.833,33",,"0,00%",
UGVEN,,Valor Faturamento - Fora do Poder Executivo de MT,DIREX,Valor total faturado com clientes de fora do porder executivo do Estado de Mato Grosso,-,"R$ 20.000.000,00",31/12/2025,Monetário,Maior Melhor,Faturamento fora do estado de MT,-,-,-,"R$ 1.666.666,67",,"0,00%",,"R$ 1.666.666,67",,"0,00%",,"R$ 1.666.666,67",,"0,00%",,"R$ 1.666.666,67",,"0,00%",,"R$ 1.666.666,67",,"0,00%",,"R$ 1.666.666,67",,"0,00%",,"R$ 1.666.666,67",,"0,00%",,"R$ 1.666.666,67",,"0,00%",,"R$ 1.666.666,67",,"0,00%",,"R$ 1.666.666,67",,"0,00%",,"R$ 1.666.666,67",,"0,00%",,"R$ 1.666.666,67",,"0,00%",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGEPV,DIRC,Realizar visitas aos Clientes,Operacional,Visita mensal,Realizar visitas para estreitar a relação com o cliente,24,Dez/2024,Unidade,Maior Melhor,"1. Ser apresentado aos clientes.                            2.Estreitar os laços, conversar constantemente com cliente. ",1.Criar um bom relacionamento com o cliente.                           2. Ser o ponto focal do cliente quando ocorrer problemas.                             3. Ser ponto focal do cliente quando o mesmo precisar de soluções.,META:                                                  2 visitas por mês,06,24,25,"104,17%","Apesar da pouca precisão estamos fazendo pelo menos 25 visitas mensais, para os proximos meses aumentaremos",34,30,"88,24%","Apesar da pouca precisão estamos fazendo pelo menos 25 visitas mensais, para os proximos meses aumentaremos",24,35,"145,83%","Apesar da pouca precisão estamos fazendo pelo menos 25 visitas mensais, para os proximos meses aumentaremos",24,30,"125,00%",Muitos feriados.,24,32,"133,33%","Ainda temos muitos clientes que precisamos visitar, neste  proximo mês faremos visitas em pelo menos mais 20 clientes",24,"40,00","166,67%",,24,30,"125,00%",,24,"36,00","150,00%",,,,-,,,,-,,,,-,,,,-,
UGEPV,DIRC,Promover eventos de interação com os clientes,Operacional,Eventos,Realizar eventos / palestras / workshops referente as soluções confeccionadas pela MTI e parceiros,4,Dez/2024,Unidade,Maior Melhor,1.Criar evento para fomentar o aculturamento  e adoção dos produtos.    2 Criar eventos para compartilhamento de experiencias positivas entre os orgãos;,1.Aumentar a visibilidade positiva da MTI                                         2. Criar gatilhos para que a empresa sempre seja lembrada quando se pensar em soluções,META:                                                  1 evento por trimestre.,0,0,0,"0,00%",Em nosso planajemento faremos 1 evento por trimestre.,1,1,"100,00%",Em nosso planajemento faremos 1 evento por trimestre.,1,1,"100,00%",Em nosso planajemento faremos 1 evento por trimestre.,"1,00","1,00","100,00%",VA 360,"0,00","0,00","0,00%",Em maio não realizamos nenhum evento.,1%,1%,"100,00%",,1%,1%,"100,00%",CYBER SECURITY,"0,00%","0,00%","0,00%",,,,-,,,,-,,,,-,,,,-,
UGEPV,DIRC,Monitorar o sistema de atendimento e prazos de retornos,Operacional,Pesquisa SAC,Filtrar chamados que estão abertos com status atrasado,Todos,Dez/2024,Percentual,Maior Melhor,1.Criar filtros especificos dos chamados atrasados 2.Entender o motivo de atraso dos status,"1.Não deixar o cliente esperando                                                                                                      2. Mitigar a insatisfação em relação a demora no retorno ao cliente.                                                                        3.Não deixar que os problemas sejam escalados, resolve-los no tempo oportuno.",Rodar o filtro semanalmente,todos,100%,"100,00%","100,00%",Estamos evoluindo o monitoramento pelos dashborads,100%,"100,00%","100,00%",Estamos evoluindo o monitoramento pelos dashborads,100%,100%,"100,00%",Estamos evoluindo o monitoramento pelos dashborads,100%,100%,"100,00%","Ainda encontramos muitas não conformidades dentro do processo, porém estamos pouco a pouco ajustando a frequencia.",100%,100%,"100,00%","Ainda encontramos muitas não conformidades dentro do processo, porém estamos pouco a pouco ajustando a frequencia.",100%,100%,"100,00%","Ainda encontramos muitas não conformidades dentro do processo, porém estamos pouco a pouco ajustando a frequencia.",100%,100%,"100,00%","Ainda encontramos muitas não conformidades dentro do processo, porém estamos pouco a pouco ajustando a frequencia.",100%,100%,"100,00%",,,,-,,,,-,,,,-,,,,-,
UGEPV,DIRC,Nível de Satisfação do Cliente com as Soluções de Tecnologia da Informação e Comunicação Entregues,GOVERNADORIA,"Pesquisa a ser feita o cliente após a entrega do serviço, sendo composto por: 
* Satisfação com novos Projetos  - 60% de peso
* Satisfação com atendimento via SAC (requisição e incidentes) - 10% de peso
* Satisfação com atendimento no suporte das soluções de transformação digital (melhorias e defeitos) - 30% de peso
* O Indicador está igualmente referenciado dentro do Programa “536” do PPA 2024-2027. No PPA consta a fórmula: (A1 + A2 + A3 + An...) / número de entregas de TIC",-,"75,00%",31/12/2025,Percentual,Maior Melhor,"Este indicador visa aumentar o nível de qualidade das entregas de soluções de tic, sendo aferido nível de satisfação do cliente após cada entrega. A pesquisa é realizada por meio do sistema Servicenow e contempla 3 perguntas centrais.

1 : Em uma escala de 0 a 10, como você classificaria, de forma geral, a entrega do produto/serviço da MTI? ""       
 2: Em uma escala de 0 a 10, como você avalia a qualidade do produto/serviço entregue pela MTI?""        
3: Em uma escala de 0 a 10, como você avalia o prazo de entrega do produto/serviço da MTI?""",-,-,-,"75,00%","85,75%","114,33%",,"75,00%","86,63%","115,51%",,"75,00%","94,30%","125,73%",,"75,00%","90,90%","121,20%",,"75,00%","94,00%","125,33%",,"75,00%","87,67%","116,89%",,"75,00%","93,66%","124,88%",,"75,00%","35,97%","47,96%",,"75,00%","0,00%","0,00%",,"75,00%","0,00%","0,00%",,"75,00%","0,00%","0,00%",,"75,00%","0,00%","0,00%",
UGEPV,,Total de Visitas e Interações aos Clientes - Pós Vendas,DIREX,Número total de visitas e interações de pós-vendas,-,"1.400,00",31/12/2025,Unidade,Maior Melhor,Quantidade de visitas presenciais nos clientes,-,-,-,"116,67",313,"268,29%",,"116,67",312,"267,42%",Ainda temos clientes que precisamos visitar,"116,67",331,"283,71%",,"116,67",231,"197,99%",,"116,67",255,"218,57%",,"116,67",412,"353,14%",,"116,67",337,"288,86%",,"116,67",350,"300,00%",,"116,67",,"0,00%",,"116,67",,"0,00%",,"116,67",,"0,00%",,"116,67",,"0,00%",
UGEPV,,Total de Eventos entre Clientes e Parceiros,DIREX,Número total de eventos de adoção e e capacitação para os clientes realizados,-,"12,00",31/12/2025,Unidade,Maior Melhor,Realizar eventos entre os clientes e os parceiros uma vez a cada 3 meses,-,-,-,"1,00","1,00","100,00%",,"1,00","1,00","100,00%",,"1,00","1,00","100,00%",,"1,00","1,00","100,00%",,"0,00","0,00","0,00%",Sem eventos em Maio,"1,00","1,00","100,00%",LGPD,"1,00","1,00","100,00%",CYBER,"1,00","1,00","100,00%",LGPD NOW,"1,00",,"0,00%",,"1,00",,"0,00%",,"1,00",,"0,00%",,"1,00",,"0,00%",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGENP,DIRC,Novas ideias enviadas no canal de inovação da empresa ,Operacional,Quantidade de ideias recebidas vinculadas à Desafios da MTI,"Gerar novas ideias/inovação
",1,mensal,Unidade,Maior Melhor,"Quantidade de ideias recebidas nos canais de comunicação da MTI (e-mail, whatsapp, conversas, google forms, etc)",,"tipo de indicador não governável pela UGEIN - precisamos estabilizar isso com diretoria - há outros semelhantes na MTI - teremos que normalizar o entendimento.Número de ideias enviadas através dos canais de inovação da empresa (e-mail, google forms, whatsapp, verbal, processos, sistema)",1,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/07/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/07/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/07/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/07/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/07/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/07/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/09/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais  para  monitorar sistematicamente o Indicador,,,-,,,,-,,,,-,,,,-,
UGENP,DIRC,Ideia Implementada,Operacional,Quantidade de ideias implementadas(seja colocada em prática),"Desenvolver novos produtos/serviços/processos a partir da inovação colocadas em produção seguindo os processos vigentes na empresa
",2,anual (Dezembro),Unidade,Maior Melhor,Quantidade de novo produto a partir de ideia recebida,,,0,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/07/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/07/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/07/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/07/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/07/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/07/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais 01/09/2025 para  monitorar sistematicamente o Indicador,1,0,"0,00%",Aguardando o Lançamento do MTIMais  para  monitorar sistematicamente o Indicador,,,-,,,,-,,,,-,,,,-,
UGENP,DIRC,Participação de colaboradores em eventos realizados pela Inovação,Operacional,Percentual média de participantes de eventos internos/numero de colaboradores * 100,Promover a presença de colaboradores em eventos internos de inovação,50%,anual (Janeiro),Percentual,Maior Melhor,Quantidade média de participantes de eventos internos/numero de colaboradores * 100,,,32%,"50,00%","0,00%","0,00%",,"50,00%","0,00%","0,00%",,"50,00%","48,26%","96,52%",125 participantes no 34º Tech talk,"50,00%","39,38%","78,76%",102 participantes no 31º Café Tech,"50,00%","40,00%","80,00%",120 participantes no 32º Café Tech,0,0,"0,00%",Os eventos não ocorreram por dificuldades e agendas com os palestrantres convidados,"50,00%","39,00%","78,00%",118 participantes no 33º Café Tech,"1,00%","1,00%","100,00%",Lgpd em Foco,,,-,,,,-,,,,-,,,,-,
UGENP,DIRC,Qtde de inscrições de projetos em Concursos de Inovação e TI,Operacional,Quantidade inscrições realizadas,"Inscrever projetos de inovação em eventos externos
",3,anual (Dezembro),Unidade,Maior Melhor,Quantidade inscrições realizadas,,,3,3,0,"0,00%",,3,0,"0,00%",,3,0,"0,00%",,3,0,"0,00%",,1,1,"100,00%",Ações de Transformação Digital CoLabs,0,0,"0,00%",Os eventos não ocorreram por dificuldades e agendas com os palestrantres convidados,0,0,"0,00%",Não houveram inscrições no periodo,0,0,"0,00%",Não houveram inscrições no periodo,,,-,,,,-,,,,-,,,,-,
UGENP,DIRC,Novos serviços em modelos de negócios advindos de parcerias estratégicas,Operacional,Quantidade de novos serviços disponibilizados no portifólio,Ampliar novos serviços no portifólio,4,anual (Dezembro),Unidade,Maior Melhor,Quantidade de Parceria estratégica realizada,,,2,4,0,"0,00%",,4,0,"0,00%",,4,0,"0,00%","Modelos de Negócio - MNG, advindo de processos de novas parcerias que estão em andamento de acordo com o Plano anual de Parcerias 2025.",4,0,"0,00%","Modelos de Negócio - MNG, advindo de processos de novas parcerias que estão em andamento de acordo com o Plano anual de Parcerias 2025.",4,0,"0,00%","Modelos de Negócio - MNG, advindo de processos de novas parcerias que estão em andamento de acordo com o Plano anual de Parcerias 2025.",4,0,"0,00%","Modelos de Negócio - MNG, advindo de processos de novas parcerias que estão em andamento de acordo com o Plano anual de Parcerias 2025.",4,0,"0,00%","Modelos de Negócio - MNG, advindo de processos de novas parcerias que estão em andamento de acordo com o Plano anual de Parcerias 2025.",4,0,"0,00%","Modelos de Negócio - MNG, advindo de processos de novas parcerias que estão em andamento de acordo com o Plano anual de Parcerias 2025.",,,-,,,,-,,,,-,,,,-,
UGENP,DIRC,Percentual de Faturamento com Parcerias,GOVERNADORIA,Percentual correspondente ao valor faturado total bruto que corresponde a serviços com parceira,-,"50,00%",31/12/2025,Percentual,Maior Melhor,Percentual de faturamento com contratos prestados juntamente com parcerias em relação ao total faturado pela MTI,-,-,-,"50,00%","0,00%","0,00%",,"50,00%","0,00%","0,00%",,"50,00%","0,00%","0,00%",,"50,00%","0,00%","0,00%",,"0,00%","0,00%","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"0,00%","0,00%","0,00%","Devido a mudança no modelo de faturamento dos produtos e serviços oriundos de parcerias, não está sendo atualizado pela DAFI planilha de monitoramento de faturamento das parcerias","0,00%","0,00%","0,00%","Devido a mudança no modelo de faturamento dos produtos e serviços oriundos de parcerias, não está sendo atualizado pela DAFI planilha de monitoramento de faturamento das parcerias","0,00%","0,00%","0,00%","Devido a mudança no modelo de faturamento dos produtos e serviços oriundos de parcerias, não está sendo atualizado pela DAFI planilha de monitoramento de faturamento das parcerias",,,-,,,,-,,,,-,,,,-,
UGENP,DIRC,Percentual de Eficiência do Plano de Negócio,GOVERNADORIA,Média Aritimética Ponderada do percentual de alcance das 17 metas do plano de negócios de 2025,-,"100,00%",31/12/2025,Percentual,Maior Melhor,Índice que representa média aritimética ponderada da realização do plano de negócios de 2025,-,-,-,"100,00%","0,00%","0,00%",,"100,00%","0,00%","0,00%",,"100,00%","0,00%","0,00%",,"100,00%","0,00%","0,00%",,"0,00%","0,00%","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"0,00%","0,00%","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"0,00%","0,00%","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"0,00%","0,00%","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,,,-,,,,-,,,,-,,,,-,
UGENP,,Valor Faturamento - MTI Simplifica,DIREX,Valor Faturado por Produto MTI Simplifica / ANO,-,"R$ 3.750.000,00",31/12/2025,Monetário,Maior Melhor,Faturamento parceiro Sydle / Elogroup,-,-,-,"R$ 312.500,00","R$ 0,00","0,00%",,"R$ 312.500,00","R$ 0,00","0,00%",,"R$ 312.500,00","R$ 0,00","0,00%",,"R$ 312.500,00","R$ 0,00","0,00%",,"R$ 312.500,00","R$ 0,00","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 312.500,00","R$ 0,00","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 312.500,00","R$ 0,00","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 0,00","R$ 0,00","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 0,00",,#DIV/0!,,"R$ 0,00",,"0,00%",,"R$ 312.500,00",,"0,00%",,"R$ 312.500,00",,"0,00%",
UGENP,,Valor Faturamento - MTI QI,DIREX,Valor Faturado por Produto MTI QI / ANO,-,"R$ 1.680.000,00",31/12/2025,Monetário,Maior Melhor,Faturamento parceiro Inteligência de Negócios,-,-,-,"R$ 140.000,00","R$ 0,00","0,00%",,"R$ 140.000,00","R$ 0,00","0,00%",,"R$ 140.000,00","R$ 16.560,00","11,83%",,"R$ 140.000,00","R$ 16.560,00","0,00%",,"R$ 140.000,00","R$ 16.560,00","11,83%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 140.000,00","R$ 16.560,00","11,83%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 140.000,00","R$ 16.560,00","11,83%",0,"R$ 0,00","R$ 0,00","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 0,00",,#DIV/0!,,"R$ 0,00",,"0,00%",,"R$ 140.000,00",,"0,00%",,"R$ 140.000,00",,"0,00%",
UGENP,,Valor Faturamento - MTI Workspace,DIREX,Valor Faturado por Produto MTI Workspace/ANO,-,"R$ 15.600.000,00",31/12/2025,Monetário,Maior Melhor,Faturamento parceiro RW3,-,-,-,"R$ 1.300.000,00","R$ 0,00","0,00%",,"R$ 1.300.000,00","R$ 0,00","0,00%",,"R$ 1.300.000,00","R$ 3.408.590,02","262,20%",,"R$ 1.300.000,00","R$ 3.408.590,02","0,00%",,"R$ 1.300.000,00","R$ 3.408.590,02","262,20%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 1.300.000,00","R$ 3.408.590,02","262,20%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 1.300.000,00","R$ 3.408.590,02","262,20%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 0,00","R$ 0,00","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 0,00",,#DIV/0!,,"R$ 0,00",,"0,00%",,"R$ 1.300.000,00",,"0,00%",,"R$ 1.300.000,00",,"0,00%",
