Unidade,DESCRIÇÃO DO RISCO,CATEGORIA DO RISCO,NÍVEL DO RISCO,CLASSIFICAÇÃO DO RISCO,O QUE,QUEM,ONDE,POR QUE,COMO,INÍCIO,FIM,QUANTO,SITUAÇÃO,PERCETUAL DE EXECUÇÃO,OBSERVAÇÕES,UG,Situação Geral,Número de Ações,Quantidade de Eventos de Riscos,CR,CTD CR
R.UGSTI.08,Perda de backups Firewall´s,Operacional,ALTO,RESIDUAL,"Certificar junto a GPAC a realização e o armazenamento dos backups (diários, semanais e mensais dos arquivos e sistemas sensíveis).Realizar testes regulares mensais para se certificar que as cópias de segurança estão operacionais.",GSUP,MTI,"Assegurar disponibilidade das cópias de segurança de informações, dados e apps de utilização da UGSTI. Assegurar que as cópias de segurança realizadas estão operacionais.",Informar sempre que necessário a equipe responsável pelo ambiente de hospedagem das soluções e ferramentas de utilização da UGSTI sobre as necessidades de cópias recorrentes e das eventuais para se evitar perda de dados ou parada de serviços. Realizar restauração sistemática amostral de backups realizados de forma a se assegurar de que os mesmos estejam operacionais.,01/01/2024,31/12/2024,,EM ANDAMENTO,"75,00%","Monitoramento de Junho: 
Backup's realizados, pela GSUP.
Monitoramento de Julho: 
Backup realizado pela GSUP.         Monitoramento de Agosto: 
Backup realizado pela GSUP.
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGSTI,,,,,
R.UGSTI.09,Indisponibilidade de ativos de TI por ausência de equipamentos e peças reservas,Operacional,ALTO,RESIDUAL,Assegurar a disponibilidade de equipamentos reservas e peças sobressalentes,UGSTI,MTI,Para que sempre se tenha equipamentos e peças de reserva para que não haja parada crítica das atividades da empresa ou de seus clientes,"1- Confecção de novo termo de referência para aquisição de peças para manutenção;
2- Adquirir equipamentos e peças para assegurar continuidade das atividades da MTI e clientes;

",01/01/2024,30/08/2024,,EM ANDAMENTO,"90,00%","Monitoramento de Junho: 
TR para compra de suprimentos finalizada, fase de cotação de preços.
Monitoramento de Julho: 
TR foi paralizada, compra será realizada via cartão corporativo. 
Monitoramento de Agosto: 
Parte dos equipamentos/suprimentos comprados, pelo cartão coorporativo do Governo de MT.
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGSTI,,,,,
R.UGSTI.10,"Prestação de serviço indevido, por falta de controle automatizado de Saldo de contas Google",Operacional,MODERADO,RESIDUAL,Assegurar que a planilha está atualizada para ter certeza que os clientes estão com saldo de contas,UGSTI,GSUP,Atualizar a planilha constantemente conforme a criação das contas para cada cliente,1 - Automatização do processo de atualização de contas,01/01/2024,31/12/2024,,EM ANDAMENTO,"70,00%","Monitoramento de Junho: 
Planilha atualizada diariamente pelo N1. 
Monitoramento de Julho: 
<<informar o status no mês>>
Monitoramento de Agosto: 
<<informar o status no mês>>
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGSTI,,,,,
R.UGGDC.01,Ataques Cibernéticos ,Risco Estratégico,CRÍTICO,RESIDUAL,Implementar SOC - Fase 1,Anderson,GEDC,Efetuar Monitoramento Contínuo do Ambiente contra Ataques Cibernéticos,"A implementação envolve planejamento estratégico, investimento 
em tecnologia  e capacitação da equipe. O objetivo é garantir monitoramento 
contínuo,  detecção proativa de ameaças e resposta eficiente a incidentes

",06/03/2025,30/12/2026,"R$ 10.142.815,95",,,"Elaborar Termo de Referência para contratação de Empresa Especializada para fornecimento de serviços gerenciados, visando fortacer a segurança do ambiente tecnológico da MTI.

Em atualização no Service Now",UGGDC,"30,00%",12,12,,
R.UGGDC.02,Ataques Cibernéticos,Risco Estratégico,CRÍTICO,RESIDUAL,"Implementar relatório mensal de vulnerabilidade  (tenable) para MT LOGIN, MT ID, PORTAIS LIFERAY, PORTAL DE SERVIÇOS (MT.GOV.BR), SIGADOC, MT CIDADÃO e REDE INFOVIA",Anderson,GEDC,"identificar as vulnerabilidades 
que precisam de atenção com 
verificação precisa e de alta 
velocidade e destaca quais 
vulnerabilidades devem 
ser tratadas primeiro","- Descoberta dos ativos na Rede da MTI 
- Varredura das Vulnerabilidades
- Classificação dos Riscos para cada Vulnerabilidade
- Recomendações de Mitiação
- Geração de Relatórios e Dashboards sobre o estado de segurança
",06/03/2025,31/12/2025,"R$ 0,00",,,"Análise e executada mensalmente conforme agendadndo na ferramenta TENABLE.

Em atualização no Service Now",UGGDC,,,,,
R.UGGDC.03,Ataques Cibernéticos ,Risco Estratégico,CRÍTICO,RESIDUAL,Realizar dois eventos de conscientização para MTI,Saffyk ,UGGDC,Consciêntização e Aculturação de todos os colaboradores da Empresa,"Realizaremos dois eventos em cada semestrre, convidando pessoas renomadas e com vasta experiência sobre o assunto a ser abordado",06/03/2025,31/12/2025,"R$ 0,00",,,"Evento sendo realizado Final de Julho e 20 de Agosto com objetivo de apresentar os trabalhso  e conscientização dos colaboradores. 

Em atualização no Service Now",UGGDC,,,,,
R.UGGDC.04,"Ataques Cibernéticos | 26-Incidentes de segurança: 
Estabelecer um plano de resposta a incidentes de segurança para lidar com ataques cibernéticos - DTIC
",Risco Estratégico,CRÍTICO,RESIDUAL,Implementar SOC - Fase 1,Anderson,GEDC,"Para que a equipe identifique e contenha rapidamente um ataque, limitando sua propagação e evitando dados para a empresa","Através de contratação de empresa especilializada especializada com equipes Red Team, Blue Team e Purple Team oferecendo serviços avançados de segurança cibernética, focados em simular ataques, defender sistemas e melhorar continuamente a postura de segurança da organização.",06/03/2025,30/12/2026,"R$ 0,00",,,Este risco será resolvido através da contratação do Termo de Referência  de serviços Cibernéticos.,UGGDC,,,,,
R.UGGDC.05,"Ataques Cibernéticos | 27-Testes de penetração: Realizar testes de penetração regularmente 
para identificar vulnerabilidades nos sistemas - DTIC",Risco Estratégico,CRÍTICO,RESIDUAL,Implementar SOC - Fase 1,Anderson,GEDC,"Para garantir a segurança cibernética de uma organização, através de simulação de ataques reais para identificar vulnerabilidades e falhas de segurança antes que criminosos cibernéticos possam explorá-las.","Utilizando ferramentas de Pentest que revelam vulnerabilidades que podem passar despercebidas em verificações automatizadas, como configurações incorretas, falhas de software ou erros humanos.",06/03/2025,31/12/2025,"R$ 0,00",,,Este risco será resolvido através da contratação do Termo de Referência  de serviços Cibernéticos.,UGGDC,,,,,
R.UGGDC.06,Risco de Danos à Reputação | 29-Implementar monitoramento para evitar vazamento de dados - DTIC,Risco Estratégico,ALTO,RESIDUAL,Implementar monitoramento mensal de vazamento de dados,Anderson,UGGDC,"O monitoramento para evitar vazamento de dados é uma medida crítica para proteger 
informações sensíveis, garantir a conformidade com regulamentações e manter 
a reputação da empresa.

","- Centralizar e analisa logs de segurança em tempo real. 
- Monitora e bloqueia a transferência não autorizada de dados sensíveis. 
- Identifica comportamentos anômalos de usuários e dispositivos. 
- Analisar o tráfego de rede para detectar atividades suspeitas. 
- Monitora dispositivos finais (endpoints) para detectar e responder a ameaças. 


",06/03/2025,31/12/2025,"R$ 0,00",,,Atividade sento Implementada Gradatividade devido a falta de mão para integração e análise dos logs,UGGDC,,,,,
R.UGGDC.07,Risco de Danos à Reputação | 30-Monitorar a efetiva implementação do projeto de LGPD - DTIC,Risco Estratégico,ALTO,RESIDUAL,Implementar monitoramento mensal de vazamento de dados,Saffyk,UGGDC,"Para garantir a conformidade com a legislação brasileira, proteger os dados pessoais de clientes, funcionários e parceiros, e evitar penalidades financeiras e danos à reputação a empresa.",Executanto e monitorando o contrato 009/2022 que tem como objetivo a contratação de empresa especializada para a realização de serviços especializados na Lei Geral de Proteção de Dados,06/03/2025,31/12/2025,"R$ 0,00",,,"Atividade sendo realizada continutamente, porém enfrando dificuldades no acessos aos dados a serem descobertos e protegidos pela ferramenta BigId.",UGGDC,,,,,
R.UGGDC.08,Ataques Cibernéticos ,Operacional - Segurança da Informação,CRÍTICO,RESIDUAL,Implementar esteira de codigo seguro para SIGADOC,"Marcos
Daniel",UGSDG,Para garantir que a segurança seja integrada desde as fases iniciais do ciclo de vida do software até a sua implantação.,"A integração requer processos, práticas e ferramentas de segurança em todas as etapas do ciclo de vida do desenvolvimento de software, garantindo que a segurança seja uma parte intrínseca do processo, desde o planejamento até a entrega e operação da aplicação",06/03/2025,31/12/2025,"R$ 0,00",EM ANDAMENTO,"15,00%","Monitoramento de Junho: 
UNICRS mudar o Responsavel. 
Projeto em andamento com o Marcos Andrade
Monitoramento de Julho: 
<<informar o status no mês>>
Monitoramento de Agosto: 
<<informar o status no mês>>
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGGDC,,,,,
R.UGGDC.09,Ataques Cibernéticos ,Operacional - Segurança da Informação,CRÍTICO,RESIDUAL,"Implementar melhorias de segurança a partir dos relatórios de vulnerabilidade (tenable) para SIGADOC, PORTAIS LIFERAY",Robson,UGGDI,Para evitar riscos e vulnerabilidades nos ativos existentes dentro da empresa.,"Identificando, analisando e mitigando vulnerabilidades em sistemas, redes e aplicações através de ferramentas que produzirão relatórios, gráficos e insights de vulnerabilidades.",06/03/2025,31/12/2025,"R$ 0,00",EM ANDAMENTO,"10,00%","Monitoramento de Junho: 
Relatório Emitido Mensalmente e enviado para Equipe Operacional.
Monitoramento de Julho: 
<<informar o status no mês>>
Monitoramento de Agosto: 
<<informar o status no mês>>
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGGDC,,,,,
R.UGGDC.10,Indisponibilidade do Ambiente do Data Lake,Operacional,ALTO,RESIDUAL,"Regularizar licenciamento e suporte técnico das plataformas de BigData ""Cloudera""",Cássia,GEGD,Para garantir ambiente tecnológico adequado para o desenvolvimento de soluções de BI e BigData Lake Coorportivo,"1 -Elaborar TR para renovação de licença e suporte técnico (Clodera) de todos os produtos que contempla o Projeto de BigData

",17/01/2024,20/12/2024,"R$ 15.142.815,95",CONCLUÍDA,"100,00%","Processo Autorizado para Licitação -  MTI-PRO-2023/02417

Monitoramento de Junho: 
Em processo de aquisição. Aguardando efetivação do contrato para efetivar a implantação. 
Monitoramento de Julho: 
Contrato Assinado em 17/07/2025
Monitoramento de Agosto: 
Ambiente em fase de implantação
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGGDC,,,,,
R.UGGDC.11,Indisponibilidade do Ambiente de GeoProcessamento,Operacional,ALTO,RESIDUAL,Elaborar Termo de Referência ou desenvolver Parceria Estratégica de Soluções de GeoProcessamento,Cássia,GEGD,Possibilitar a atualização tecnológica de GeoProcessamento e mão de obra especializada,"1 - Elaborar ETP e TR para aquisição
2 - Prospecção de Parceria Estratégica de GeoProcessamento
",02/03/2024,21/12/2024,"R$ 0,00",EM ANDAMENTO,"5,00%","Acordado junto a UGEN que será feito a atualização com a renovação tecnológica já existente.

Monitoramento de Junho: 
A parceria foi descartada e será feito um Termo de Referência que ainda começará ser escrito
Monitoramento de Julho: 
Em elaboração da análise para inserção de itens de catálogo de serviço com a parceria existente
Monitoramento de Agosto: 
<<informar o status no mês>>
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGGDC,,,,,
R.UGGDC.12,Ataques cibernéticos ,Operacional - Segurança da Informação,ALTO,RESIDUAL,Elaborar Projeto para Implementação de CSIRT - Centro de Tratamento de Incidêntes com objetivo de tratar todos e qualquer incidente Cibernético,Anderson,GEDC,Para garantir o tratamento adequado de Ataques Cibernéticos,"1 - Capacitar a Equipe Técnica 
2 - Elaboração do Projeto de CSIRT 
3 - Contratação de Soluções de CiberSegurança  
4 - Implementação das Soluções 
5 - Monitoramento
",03/03/2024,22/12/2024,"R$ 0,00",EM ANDAMENTO,"20,00%","Planejamento do Projeto Elaborado, porém passará por uma revisão, para começar as fases de execução. Projeto sendo acompanhando no ServiceNow


Monitoramento de Junho: 
Passos 1 e 2 do plano de ação está pronto. Está em processo de aquisição.
Monitoramento de Julho: 
<<informar o status no mês>>
Monitoramento de Agosto: 
<<informar o status no mês>>
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGGDC,,,,,
R.UGSDG.01,Falhas em Infraestrutura com indisponibilidade dos serviços de TIC ,Risco Estratégico,,,Criar redundancia para portais de governo - liferay - Nuvem Liferay,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,,,"Risco vinculado a UGITI/DTIC por se tratar de Infraestrutura de TI

Risco Estratégico, deve ser atualizado no Service Now.",UGSDG,#REF!,29,12,,
R.UGSDG.02,Ataques Cibernéticos ,Risco Estratégico,,,Implementar esteira de codigo seguro para SIGADOC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,,,"Risco vinculado a UGGDC/DTIC por se tratar de Segurança Cibernética
Risco Estratégico, deve ser atualizado no Service Now.",UGSDG,,,,,
R.UGSDG.03,Ataques Cibernéticos ,Risco Estratégico,,,"Implementar melhorias de segurança a partir dos relatórios de vulnerabilidade (tenable) para SIGADOC, PORTAIS LIFERAY",Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,,,"Risco vinculado a UGGDC/DTIC por se tratar de Segurança Cibernética

Risco Estratégico, deve ser atualizado no Service Now.",UGSDG,,,,,
R.UGSDG.04,Falhas em Infraestrutura com indisponibilidade dos serviços de TIC (Criar redundancia para portais de governo - liferay - Nuvem Liferay),Operacional,ALTO,RESIDUAL,Adequar tamanho dos pacotes de entrega confome capacidade das sprint,UGSDG,UGSDG,para entregar constantemente,"1-Orientar equipe interna
2-Orientar Parceira
3-Incluir o acordo na reunião de Kick Off
3-Acompanhar tamanho dos pacotes de entrega",01/01/2025,31/12/2025,,EM ANDAMENTO,"68,57%","Monitoramento de Junho: 
Serviço de monitoramento é continuo. Mes a mes, é monitorado o tamanho das releases
Monitoramento de Julho: 
Serviço de monitoramento é continuo. Atualizado evolução mensal.
Monitoramento de Agosto: 
Serviço de monitoramento é continuo. Atualizado evolução mensal.
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGSDG,,,,,
R.UGSDG.05,Ataques Cibernéticos (Implementar esteira de codigo seguro para SIGADOC),Operacional,MODERADO,RESIDUAL,Automatizar processo por meio de ferramentas,UGSDG,UGSDG,para aumentar a fluidez do processo,"1-Estudar Ferramentas disponiveis no mercado
2-Identificar o que pode ser automatizado no Service Now
3-Executar as adequações
4-Treinar Equipe",01/01/2025,31/12/2025,,EM ANDAMENTO,"40,00%","Monitoramento de Junho: 
Adequações no Service Now em elaboração (Sprint, Fase Agil) Em articulação soluções de IA.
Monitoramento de Julho: 
Fiplan será Piloto para IA na qualidade. Sprint e Fase Agil em desenvolvimento.
Monitoramento de Agosto: 
Analise feita dos itens que podem ser automatizado 
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGSDG,,,,,
R.UGSDG.07,Falta de vazão na entrega dos serviços por meio de parceria,Operacional,MODERADO,RESIDUAL,Capacitar Perfil PO,UGSDG,UGSDG,para entregar valor para o negocio,"1-Identificar capacitações e informar no plano de Capacitação
2-Adquirir treinamentos /certificações
3-Realizar treinamentos / certificação",01/01/2025,31/12/2025,,EM ANDAMENTO,"68,57%","Monitoramento de Junho: 
Ferramenta UDEMY adquirida e Certificações de PO e Scrum Master em andamento.
Monitoramento de Julho: 
PDI elaborados e Cursos em andamento.  
Monitoramento de Agosto: 
Treinamentos em execução. Em acompanhamento mensal.
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGSDG,,,,,
R.UGSDG.08,Dificuldade para estabelecer pacotes de entrega de valor para o cliente,Operacional,MODERADO,RESIDUAL,Avaliar a percepção do valor entregue,DIRC,DIRC,para aferir satisfação do cliente,"1-Definir pesquisa 
2-Avaliar mensalmente",,,,EM ANDAMENTO,"68,57%","Risco vinculado a DIRC por se tratar de para aferir satisfação do cliente caracteriza no pós venda

Monitoramento de Junho: 
Pesquisa de satisfação sendo enviada assim que o projeto é concluido. 
Monitoramento de Julho: 
Pesquisa de projeto é enviada automaticamente e Pesquisa de Sustentação é enviada Manualmente. 
Monitoramento de Agosto: 
Pesquisa sendo enviada e medido mensalmente na planilha https://docs.google.com/spreadsheets/d/1R625_Wp9_pnXqhQnllNJK4yYi0noOPNq-IkaBLUcTmo/edit?gid=145561965#gid=145561965, Aba ""2025 - Nível Satifação - Visão Geral""
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGSDG,,,,,
R.UGSDG.09,"Falta de Integração dos processos (DEV, Comercial e Central)",Operacional,MODERADO,RESIDUAL,Integrar esteira dev e comercial,UGSDG,UGSDG,para desenvolver somente o que foi contratado ou autorizado comercialmente,"1-Definir os pontos possiveis de integração das equipes
2-Implantar Fluxo de Ordem de serviço
3-Implantar Fluxo de Faturamento",,,,EM ANDAMENTO,"68,57%","Monitoramento de Junho: 
Processo de integração desenhado, em processo de aculturamento. 
Monitoramento de Julho: 
Todos os fluxos implantados, serviço contínuo.
Monitoramento de Agosto: 
Todos os fluxos implantados, serviço contínuo. Implantaçao de cultura nas equipes.
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
R.UGSDG.10,Ausência ou Insuficiência de Projetos de Solução e Sustentação de Software planejados no ano corrente para serem executados no ano subsequente,Operacional,ALTO,INERENTE,Normatizar concepção de Plano de Projetos de Solução e Susttentação de Software concebidos no ano corrente e executados no ano subsequente,DIRC,DIRC,Necessidade de normatização de concepção obrigatória de Plano de Projetos de Solução de Software no ano corrente a ser executado no ano subsequente. ,1 - Garantir concepção e normatização de Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,NÃO INICIADA,,"Risco vinculado a DIRC por se tratar Plano que captura no cliente as demandas de Projetos de Solução de Software para o ano subsequente, constituindo assim um Plano de Projeto que caractriza insumo importante para decisões inerentes a preparação técnica para desenvolver tais projetos no anao subsequente.

Monitoramento de Junho: 
Conversar com a DIRC para verficiar se essa ação está sendo Conduzida. Verficar se a DIRC pode ser ativa nesse processo, semelhante ao PSTI.  
Monitoramento de Julho: 
Marcos, irá alinhar com a Ana como tratar esse risco, já que é uma ação da DIRC.
Monitoramento de Agosto: 
Marcos irá conversar com o Sócrates para levar o problema para discussão em equipe estratégica.
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGSDG,,,,,
R.UGSDG.11, Oferta de Facilitadores Lideres de Produto (FALP-MTI) insuficiente para demanda de Projetos e Sustentação de Solução de Software sob operacionalização da parceira e operacionalização interna;,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) inerente a Projetos e Sustentação de Solução de Software,DTIC,DTIC,Garantir  processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido  inerente a Projetos e Sustentação de Solução de Software,Garantir previsibilidade de tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido  inerente a Projetos e Sustentação de Solução de Software,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,EM ANDAMENTO,"41,66%","Monitoramento de Junho: 
DTIC conduzindo processo de disponibilização de força laboral técnica
Monitoramento de Julho: 
em analise.
Monitoramento de Agosto: 
SLA em andamento. Conforme definicáo da DTIC, as definióes de SLO náo seráo tratadas esse ano.
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGSDG,,,,,
R.UGSDG.15,Oferta de garantia administrativa e contratual para continuidade de Projetos e Sustentação de Solução de Software sob operacionalização da parceira e operacionalização interna;,Operacional,ALTO,INERENTE,Disponibilizar ativo administrativo e contratual para continuidade de Projetos e Sustentação de Solução de Software sob operacionalização da parceira e operacionalização interna,DIRC,DIRC,Necessidade de garantir ativo administrativo e contratual para continuidade de Projetos e Sustentação de Solução de Software sob operacionalização da parceira e operacionalização interna,"1 - Garantir disponibilidade de Plano de Projetos de Solução de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Especialista Líder Técnico (ESPT-MTI) para projetos registrados no Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,Informação sob definição da titularidade da DTIC,EM ANDAMENTO,"20,00%","Risco vinculado a DIRC por se tratar de evolução no relacionamento contratual com a parceria em termos de SLA e SLO. 

Monitoramento de Junho: 
SLA para o contrato 07/2024 foi elaborado. Explandir para outros atendimentos.
Monitoramento de Julho: 
<<informar o status no mês>>
Monitoramento de Agosto: 
Marcos irá conversar com o Sócrates para levar o problema para discussão em equipe estratégica.
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,UGSDG,,,,,
R.UGARQ.01,Insatisfação do Cliente Devido à Qualidade dos Serviços ,Risco Estratégico,CRÍTICO,INERENTE,Ampliar quantidade de aplicações cobertas por Sonar Qube em 40%,Fernando Tonon ,UGARQ,Melhorar a qualidade dos códigos fonte das aplicações,Fomentando o uso da ferramenta entre as equipes,01/01/2025,31/12/2025,N/A,,,"Situação: Concluído

 https://lookerstudio.google.com/u/1/reporting/21c8cf9e-19da-4335-b23c-909c27049864/page/cDNVE?pli=1",UGARQ,"15,00%",6,6,,
