Unidade,Diretoria,Indicador (descrição),Indicador (tipo),Indicador (fórmula),Meta (objetivo),Meta (valor/quantidade) - proposta,Meta (prazo),Unidade de Medida,Polaridade do Indicador,Como,Necessidades,Observação,Histórico do Indicador,"JANEIRO
META DO MÊS","JANEIRO
ALCANCE DO MÊS","JANEIRO
RESULTADO",JANEIRO OBSERVAÇÃO,"FEVEREIRO
META DO MÊS","FEVEREIRO
ALCANCE DO MÊS","FEVEREIRO
RESULTADO",FEVEREIRO OBSERVAÇÃO,"MARÇO
META DO MÊS","MARÇO
ALCANCE DO MÊS","MARÇO
RESULTADO",MARÇO OBSERVAÇÃO,"ABRIL
META DO MÊS","ABRIL
ALCANCE DO MÊS","ABRIL
RESULTADO",ABRIL OBSERVAÇÃO,"MAIO
META DO MÊS","MAIO
ALCANCE DO MÊS","MAIO
RESULTADO",MAIO OBSERVAÇÃO,"JUNHO
META DO MÊS","JUNHO
ALCANCE DO MÊS","JUNHO
RESULTADO",JUNHO OBSERVAÇÃO,"JULHO
META DO MÊS","JULHO
ALCANCE DO MÊS","JULHO
RESULTADO",JULHO OBSERVAÇÃO,"AGOSTO
META DO MÊS","AGOSTO
ALCANCE DO MÊS","AGOSTO
RESULTADO",AGOSTO OBSERVAÇÃO,"SETEMBRO
META DO MÊS","SETEMBRO
ALCANCE DO MÊS","SETEMBRO
RESULTADO",SETEMBRO OBSERVAÇÃO,"OUTUBRO
META DO MÊS","OUTUBRO
ALCANCE DO MÊS","OUTUBRO
RESULTADO",OUTUBRO OBSERVAÇÃO,"NOVEMBRO
META DO MÊS","NOVEMBRO
ALCANCE DO MÊS","NOVEMBRO
RESULTADO",NOVEMBRO OBSERVAÇÃO,"DEZEMBRO
META DO MÊS","DEZEMBRO
ALCANCE DO MÊS","DEZEMBRO
RESULTADO",DEZEMBRO OBSERVAÇÃO
UGITI/GPAC,DTIC,Disponibilidade Serviço Backup,Operacional,Tempo total em operação - tempo de inatividade * 100 / tempo total disponivel,Manter o nível de disponibilidade do Serviço de Backup,"99,00%",dez/2020,Percentual,Maior Melhor,,"- Mão de obra para uma gestão pro-ativa mais efetiva do ambiente;
- Renovação dos contratos de suporte de produtos e tecnologias
- Falta de treinamentos e cursos especificos das tecnologias;
- Existência de muitos equipamentos obsoletos e fora de suporte.",Meta proposta para ser atingida até Dez/2020; Sendo avaliado o crecimento gradativo do percentual,,100%,75%,"75,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,99%,"99,29%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",
UGITI/GPAC,DTIC,% de chamados atendidos no prazo dentro do período,Operacional,(Chamados solucionado no prazo / Total de chamados solucionados) * 100,Aumentar a % de Chamados atendidos dentro do Prazo (SLA),90%,dez/2020,Percentual,Maior Melhor,,"- Falta de processos e fluxos definidos para atendimento em cada categoria;
- Falta de um ponto único de contato do cliente, central de serviços não faz esse papel atualmente;
- Categorização incorreta;
- Falta de treinamento em todas tecnologias e ferramentas solicitadas e suportadas pela unidade;
- Falta de suporte em tecnologias utilizadas;
- Falta de pessoal para gestão efetiva do ambiente.",Meta proposta para ser atingida até Dez/2020; Sendo avaliado o crecimento gradativo do percentual,,95%,96%,"101,21%",,95%,92%,"96,84%",,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGITI/GPAC,DTIC,Taxa de crescimento do backlog dentro do período ,Operacional,((Nº chamado em backlog atual - Nº chamados em backlog período anterior) * 100)/Nº chamados em backlog período anterior,Diminuir a % de crescimento do backlog dentro do período analisado,0,dez/2020,Percentual,Menor Melhor,,"- Falta de processos e fluxos definidos para atendimento em cada categoria;
- Falta de um ponto único de contato do cliente, central de serviços não faz esse papel atualmente;
- Categorização incorreta;
- Falta de treinamento em todas tecnologias e ferramentas solicitadas e suportadas pela unidade;
- Falta de suporte em tecnologias utilizadas;
- Falta de pessoal para projetos.","Meta proposta para ser atingida até Dez/2020; Sendo avaliado redução gradativa do percentualMeta alterada em Outubro/2021, desta forma os valores para Novembro e Dezembro, irão caracterizar o percentual em relação ao período anterior (semanal) com fechamento mensal do Indicador;",,10%,-33%,"-330,00%",,10%,3%,"32,60%",,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGITI,DTIC,Reduzir chamados em Backlog (N3),Tático,((Nº chamado em backlog atual - Nº chamados em backlog período anterior) * 100)/Nº chamados em backlog período anterior,Diminuir a % de crescimento do backlog dentro do período analisado,10,mensal,Percentual,Menor Melhor,,,Indicadores criados em Outubro/2021; Sendo informados os meses de Novembro e Dezembro,,10%,1%,"12,20%",,10%,-29%,"-288,60%",,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGITI,DTIC,Aumentar chamados atendidos dentro do Prazo (SLA),Tático,(Chamados solucionado no prazo / Total de chamados solucionados) * 100,Aumentar a % de Chamados atendidos dentro do Prazo (SLA),95,mensal,Percentual,Maior Melhor,,,Indicadores criados em Outubro/2021; Sendo informados os meses de Novembro e Dezembro,,95%,90%,"95,13%",,95%,91%,"95,72%",,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGITI,DTIC,Manter o nível de disponibilidade do serviço de infraestrutura,Tático,% Disponibilidade do Serviço de Infraestrutura,Manter o nível de disponibilidade dos Serviços de Infraestrutura,"99,7",mensal,Percentual,Maior Melhor,,,Indicadores criados em Outubro/2021; Sendo informados os meses de Novembro e Dezembro,,98%,95%,"97,44%",,98%,,"0,00%",,98%,97%,"99,21%",,98%,96%,"98,43%",,98%,99%,"100,84%",,99%,100%,"100,87%",,99%,97%,"98,14%",,99%,97%,"97,75%",,99%,"88,66%","89,56%",,99%,99%,"100,15%",,99%,100%,"100,64%",,,,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGSDG,DTIC,Eficiência mensal na evolução dos produtos,Operacional,(Quantidade de demandas de evolução atendidas no mês/Quantidade de demandas de evolução recebidas no mês) *100,Atender 90% das demandas de mudança / nova funcionalidade / Tarefa Avulsa (tipo de demanda = mudança ou nova funcionalidade) recebidas,90%,dezembro/2023,Percentual,Maior Melhor,,"Equipe de implementadores não disponível para atendimento

Concepção do projeto não realizado de forma a dar clareza no escopo do projeto

Requisitos de negócios não fornecidos adequadamente pelo cliente",maior melhor,"GASW

Tarefas abertas em 2021: 520
Tarefas fechadas em 2021:534

534/520: 102%",,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGSDG,DTIC,Eficiência mensal na sustentação dos produtos,Operacional,(Quantidade de demandas de sustentação atendidas no mês/Quantidade de demandas de sustentação recebidas no mês) *100,Atender 90% das demandas de defeito  / suporte / Tarefa Avulsa (tipo de demanda = defeito ou suporte) recebidas,90%,dezembro/2023,Unidade,Maior Melhor,,"Desconhecimento do analista em relação ao sistema ou algum módulo

Falta de capacitação do analista em novas tecnologias

Desconhecimento do usuário nas regras de negócios 

Demora do usuário para dar retornos nas validações de requisitos e nas homologações",maior melhor,"GASW

Tarefas abertas em 2021: 1150
Tarefas fechadas em 2021:1156

1156/1150: 100,5%",,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGSDG,DTIC,Nº de defeitos cadastrados no mês,Tático,"Quantidade de demandas do tipo ""Defeito"" e demandas do tipo ""Tarefa avulsa"" onde o campo ""Tipo Demanda"" está informado com o valor ""Defeito"" cadastradas no mês
","Reduzir em 10% as demandas de defeitos cadastrados
",60,dezembro 2023,Unidade,Menor Melhor,,"Falta de disponibilidade de analista/implementador com conhecimento do sistema/produto.

Prazos curtos para entrega dos projetos, onde fica comprometida a documentação, trazendo prejuízos no momento da manutenção.",,"2022

Fábrica Implem Extena: 239
Tarefa Avulsa-Defeito: 444
Defeito: 113

Media mensal: 66,3",,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGSDG,DTIC,Nº de demandas de evolução atendidas no mês,Tático,"Quantidade de demandas do tipo ""Nova Funcionalidade"" e ""Mudança"" e demandas do tipo ""Tarefa avulsa"", onde o campo ""Tipo Demanda"" está informado com o valor ""Nova Funcionalidade"" e ""Mudança"" atendidas no mês
","Aumentar a produtividade da equipe em 15% com demandas evolutivas
",133,dezembro 2023,Unidade,Maior Melhor,,,,"2022

Fábrica Implem Externa - mudança: 95
Tarefa Avulsa - mudança: 484
Fábrica Implem Externa - nf: 51
Tarefa Avulsa - NF: 330
Mudança: 151
NF: 228

Total: 1339/12= 115,9",,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGSDG,DTIC,Projetos priorizados entregues,Tático,Quantidade de projetos priorizados (G1) entregues em 2022,Aumentar a quantidade de projetos entregues de 94 em 2022 para 108 em 2023,108,dezembro 2023,Unidade,Maior Melhor,,,,"2022: 94

Média mensal: 94/12= 7,8",,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGSDG,DTIC,Eficiência Mensal na Evolução dos Produtos,Operacional,Quantidade de demandas de evolução [Nova funcionalidae e Mudança] atendidas/Quantidade de demandas de evolução [Nova funcionalidae e Mudança] recebidas no mês,Atender as demandas de Nova funcionalidade/Mudança recebidas no mês,90%,dezembro/2023,Percentual,Maior Melhor,,"Falta de documentação para o usuário final

Instabilidade ou indisponibilidade do ambiente computacional

Atendimento de primeiro nível sendo realizado por Analista de requisitos.","Trata-se da quantidade de demandas concluídas no período, em relação a quantidade de demandas cadastradas no período. 
Demandas de Nova funcionalida e Mudança.
Computadas as demandas dos tipos ""Nova Funcionalidade"", ""Mudanças"",  demandas do tipo ""Tarefa avulsa"" onde o campo ""Tipo Demanda"" está informado com o valor ""Nova Funcionalidade"" ou ""Mudança"" e demandas do tipo ""Fabrica Implementação Externa"" onde o campo ""Tipo Demanda"" está informado com o valor ""Nova Funcionalidade"" ou ""Mudança"".",,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGSDG,DTIC,Eficiência mensal na sustentação dos produtos,Operacional,Quantidade de demandas de sustentação [suporte e defeito] atendidas/Quantidade de demandas de sustentação [suporte e defeito] recebidas no mês,Atender as demandas de bugs/suporte recebidas no mês,90%,dezembro/2023,Percentual,Maior Melhor,,"Falta de disponibilidade de analista/implementador com conhecimento do sistema/produto

Analista envolvido com demandas de projeto priorizado

Analistas e implementadores fazendo diagnóstico de problemas provenientes de indisponibilidade de ambiente computacional.

Alguns Sistemas apresentam deficiêcia no monitoramento de disponibilidade, principalmente quanto as integrações entre Sistemas.","Trata-se da quantidade de demandas concluídas no período, em relação a quantidade de demandas cadastradas no período. 
Demandas de defeito e suporte.
Computadas as demandas dos tipos ""Defeito"", ""Suporte"", demandas do tipo ""Tarefa avulsa"" onde o campo ""Tipo Demanda"" está informado com o valor ""Defeito"" ou ""Suporte"" e e demandas do tipo ""Fabrica Implementação Externa"" onde o campo ""Tipo Demanda"" está informado com o valor ""Defeito"" ou ""Suporte"".",,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGSDG/GCOT,DTIC,Eficiência Mensal na Evolução dos Produtos,Operacional,Quantidade de demandas de evolução [Nova funcionalidae e Mudança] atendidas/Quantidade de demandas de evolução [Nova funcionalidae e Mudança] recebidas no mês,Atender as demandas de Nova funcionalidade/Mudança recebidas no mês,90%,dezembro/2024,Percentual,Menor Melhor,,Falta de disponibilidade de analista/implementador com conhecimento do sistema/produto.,"Trata-se da quantidade de demandas concluídas no período, em relação a quantidade de demandas cadastradas no período. 
Demandas de Nova funcionalida e Mudança.
Computadas as demandas dos tipos ""Nova Funcionalidade"", ""Mudanças"",  demandas do tipo ""Tarefa avulsa"" onde o campo ""Tipo Demanda"" está informado com o valor ""Nova Funcionalidade"" ou ""Mudança"".",,"90,00%","100,00%","111,11%",Criadas X e Concluídas Y,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGSDG/GCOT,DTIC,"Eficiência Mensal na Sustentação dos Produtos
",Operacional,Quantidade de demandas de sustentação [suporte e defeito] atendidas/Quantidade de demandas de sustentação [Suporte e Defeito] recebidas no mês,Atender as demandas de Defeito/Suporte recebidas no mês,90%,dezembro/2024,Percentual,Maior Melhor,,Falta de disponibilidade de analista/implementador com conhecimento do sistema/produto.,"Trata-se da quantidade de demandas concluídas no período, em relação a quantidade de demandas cadastradas no período. 
Demandas de defeito e suporte.
Computadas as demandas dos tipos ""Defeito"", ""Suporte"", demandas do tipo ""Tarefa avulsa"" onde o campo ""Tipo Demanda"" está informado com o valor ""Defeito"" ou ""Suporte"".",,"90,00%","100,00%","111,11%",Criadas X e Concluídas Y,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGSDG,DTIC,Eficiência Mensal na Sustentação dos Produtos,Operacional,Quantidade de demandas de sustentação [suporte e defeito] atendidas/Quantidade de demandas de sustentação [Suporte e Defeito] recebidas no mês,Atender 90% das demandas de sustentação abertas no mês,90%,dezembro/2023,Percentual,Maior Melhor,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGSDG,DTIC,Eficiência Mensal na Evolução dos Produtos,Operacional,"Quantidade de demandas do tipo ""Nova Funcionalidade"" e ""Mudança"" e demandas do tipo ""Tarefa avulsa"", onde o campo ""Tipo Demanda"" está informado com o valor ""Nova Funcionalidade"" e ""Mudança"" atendidas no mês
",Atender 90% das demandas de Evolução abertas no mês,90%,dezembro/2023,Percentual,Maior Melhor,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGSDG,DTIC,Projetos priorizados entregues no Prazo,Operacional,Quantidade de projetos priorizados (G1) entregues em 2022 no prazo / Qtde de projetos priorizados,Atender no prazo 100% dos projetos previstos no acordo de resultados ,100%,dezembro/2023,Percentual,Maior Melhor,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGSDG,DTIC,Percentual de demandas atendidas no prazo,Operacional,Quantidade de demandas atendidas no prazo / Quantidade de demandas planejadas para o período,Atender 80% das demandas planejadas no prazo,80%,dezembro/2023,Percentual,Maior Melhor,,,"maior melhor

Demandas registradas no Redmine - dos projetos vinculados à GEFS

Apuração começará em agosto/2022",não tem,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGARQ,DTIC,Atendimento dos chamados dentro do prazo,Tático,Quantidade de chamados atendidos no prazo / Quantidade total de chamados,Atender os chamados dentro do Prazo (SLA),90%,dezembro/2024,Percentual,Maior Melhor,,,,,n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,0.00%,"Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA"
UGARQ/GASI,DTIC,Atendimento dos chamados dentro do prazo,Operacional,Quantidade de chamados atendidos no prazo / Quantidade total de chamados,Atender os chamados dentro do Prazo (SLA),90%,dezembro/2024,Percentual,Maior Melhor,,,,,n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,0.00%,"Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA"
UGARQ/GIAP,DTIC,Atendimento dos chamados dentro do prazo,Operacional,Quantidade de chamados atendidos no prazo / Quantidade total de chamados,Atender os chamados dentro do Prazo (SLA),90%,dezembro/2024,Percentual,Maior Melhor,,,,,n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",n/a,n/a,"0,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA"
UGARQ/GASI,DTIC,Disponibilidade do ambiente do xVia,Operacional,Percentual de tempo que os servidores do xVia ficaram responsivos na internet,Manter a disponibilidade do ambiente de interoperabilidade,99%,dezembro/2024,Percentual,Maior Melhor,,,,,99%,100%,"101,01%",,99%,100%,"101,01%",,99%,"99,94%","100,95%",,99%,"99,99%","101,00%",,99%,100%,"101,01%",,99%,99%,"100,00%",,99%,100%,"101,01%",,99%,99%," Incidente ocorrido no Data Center da MTI causou indisponibilidade dos servidores do sistema x-via nos dias 04/08/2024 e 05/08/2024. Como resultado, os serviços ficaram temporariamente fora do ar, impactando a operação normal do sistema.",#REF!,99%,99%,"100,00%",,99%,99%,"100,00%",,99%,99%,"100,00%",,99%,99%,"100,00%"," Manutenção programada do Data Center, data 14 e 15 de dezembro de 2024.( Sábado e Domingo),será realizada uma manutenção programada para a melhoria na estrutura elétrica do Data Center, com previsão de duração de 12 horas. "
UGARQ/GIAP,DTIC,Disponibilidade do ambiente do Sydle,Operacional,Percentual de tempo que os servidores do Sydle ficaram responsivos na internet,Manter a disponibilidade do ambiente de automação de processos,99%,dezembro/2024,Percentual,Maior Melhor,,,,,n/a,n/a,"0,00%",Não estava disponível ainda,n/a,n/a,"0,00%",Não estava disponível ainda,n/a,n/a,"0,00%",Monitoramento do ambiente ainda em construção,"99,00%","76,05%","76,82%",Houve indisponibilidade entre os dias 26 e 29 devido a queda de energia no centro político (acidente do poste que caiu),99%,99%,"100,33%",,99%,"99,92%","100,93%",,"99,392",100%,"101,01%",,99%,100%,100%,,99%,99%,"100,00%",,99%,98%,"98,99%",Tivemos dois dias com falha na rede,99%,99%,"100,00%","Aguardando configuração do service now com o portifólio de serviços da gerência, para que possamos monitorar os SLA",99%,"97,53%","98,51%"," Manutenção programada do Data Center, data 14 e 15 de dezembro de 2024.( Sábado e Domingo),será realizada uma manutenção programada para a melhoria na estrutura elétrica do Data Center, com previsão de duração de 12 horas. "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGVEN,DIRC,Quantidade de propostas enviadas,Operacional,Propostas enviadas,Enviar propostas comerciais aos clientes,72,Dez/24,Unidade,Maior Melhor,"1. Elaboração de propostas de acordo com as demandas dos clientes
2. Envio da proposta aos clientes
3. Cadastro na proposta em ferramenta de acompanhamento","Premissas: Parcerias de fábrica de SW, Oi (link e fiscalização eletrônica), Plataforma de Transformação Digital, CAV)","Meta:
- 30 proposta 1 quadrimestre
- 30 proposta 2 quadrimestre
- 12 proposta 3 quadrimestre","59 propostas
 19 propostas externas
 40 propostas internas",7,6,"85,71%",,7,8,"114,29%",,7,8,"114,29%",,7,16,"228,57%",,7,15,"214,29%",,7,11,"157,14%",,7,9,"128,57%",,7,7,"100,00%",,7,11,"157,14%",,7,12,"171,43%",,7,13,"185,71%",,7,9,"128,57%",
UGVEN,DIRC,Resposta ao cliente( sistemas SAC / Redmine / GAT),Operacional,% chamados respondidos no prazo,Responder chamados em até 5 dias ,100%,Mensal,Percentual,Maior Melhor,"Relatório de respostas ao SAC

Limites:
1 dia - novos chamados
 5 dias - chamados em andamento",Elaboração de relatório pela DTIC conforme indicador sugere,,Não mensurado,100%,41%,"41,00%",,100%,30%,"30,28%",,100%,80%,"80,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",
UGVEN,DIRC,% de propostas que gerou contrato,Operacional,Quantidade de propostas enviadas que virou contrato,Aumentar o volume financeiro de proposta enviadas a possíveis clientes,50%,Dez/24,Percentual,Maior Melhor,"Do total de proposta enviadas, 50 % tem que virar contrato","Premissas: Parcerias de fábrica de SW, Oi (link e fiscalização eletrônica), Plataforma de Transformação Digital, CAV)",Prospecção de novos clientes ou clientes ja existente com novos serviços. Não computar as propostas dos serviços de 2020.,Meta que 50% do total de proposta vire efetivamente contrato,3,0%,"0,00%",,3,0,"0,00%",,3,2,"66,67%",,3,1,"33,33%",,3,0%,"0,00%",,3%,0,"0,00%",,3,0,"0,00%",,3,1,"33,33%",,3,0,"0,00%",,3,0%,"0,00%",,3,1,"33,33%",,3,3,"100,00%",
UGVEN,DIRC,Faturamento,Operacional,Quantidade de novos contratos com clientes gerados com o modelo de parcerias,Aumentar o volume de contratos com parcerias,40,Dez/24,Unidade,Maior Melhor,Somatório do valor faturado oriundo de novos contratos (02/2020),"Premissas: Parcerias de fábrica de SW, Oi (link e fiscalização eletrônica), Plataforma de Transformação Digital, CAV)",,,2,0%,"0,00%",,2,0,"0,00%",,2,1,"50,00%",,2,2,"100,00%",,2%,0%,"0,00%",,2%,0%,"0,00%",,2,0,"0,00%",,2,0,"0,00%",,2,0%,"0,00%",,2,0%,"0,00%",,2,1,"50,00%",,2,3,"150,00%",
UGVEN,DIRC,Faturamento,Estratégico,Valor faturado mensalmente,Faturar os serviços,80.000.000,Dez/24,Unidade,Maior Melhor,,,Valor do Plano de Negocios 2021,"Faturado em 2020 R$ 52.000,000 .... %%%% de aumento do faturamento","6.666.666,66","5.283.075,34","79,25%",O referido valor até então faturado no mês de Janeiro até o dia 29/02 e encaminhado via Protheus,"6666666,66","5.686.580,85","85,30%",O referido valor até então faturado no mês de Fevereiro até o dia 07/03 e encaminhado via Protheus,"6666666,66","8.717.096,83","130,76%",,"6666666,66","3.621.029,77","54,32%",,"6666666,66","11.404.198,42","171,06%",,"6666666,66","6.273.392,75","94,10%",,"6666666,66","4.260.770,77","63,91%",,"6666666,66","8.519.458,21","127,79%",,"6666666,66","5886398,26","88,30%",,"6666666,66","8853485,79","132,80%",,"6666666,66","15137550,74","227,06%",,"6666666,66","10.214.516,36","153,22%",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGEPV,DIRC,Realizar visitas aos Clientes,Operacional,Visita mensal,Realizar visitas para estreitar a relação com o cliente,24,Dez/2024,Unidade,Maior Melhor,"1. Ser apresentado aos clientes.                            2.Estreitar os laços, conversar constantemente com cliente. ",1.Criar um bom relacionamento com o cliente.                           2. Ser o ponto focal do cliente quando ocorrer problemas.                             3. Ser ponto focal do cliente quando o mesmo precisar de soluções.,META:                                                  2 visitas por mês,06,2,5,"100,00%",Foram realizadas 06 - resultado considerado satisfatório,2,7,"100,00%",Foram realizadas 07 visitas presenciais - resultado considerado satisfatório,2,7,"100,00%",Foram realizadas 07 visitas presenciais e Meet - resultado considerado satisfatório,2,20,"100,00%",Foram realizadas cerca de 20 visitas de forma presencial e via meet,"2,00","27,00",100%,Realizadas até o momento27 visitas;,2,"27,00","100,00%",Realizadas até o momento27 visitas;,2,29,"100,00%",,2,16,"100,00%",Foram realizadas 16 visitas ,2,29,"100,00%",Realizada 29 visitas,2,41,"100,00%",,2,41,"100,00%",,2,41,"100,00%",
